Date,Product_ID,Store_ID,Units_Sold,Revenue,Promotion,Holiday
2022-04-07,P003,S001,121,1815.0,1,0
2022-04-07,P003,S002,112,1680.0,0,0
2022-04-08,P001,S001,114,2850.0,0,0
2022-04-08,P001,S002,136,3400.0,1,0
2022-04-08,P002,S001,98,3920.0,0,0
2022-04-08,P002,S002,119,4760.0,0,0
2022-04-08,P003,S001,97,1455.0,0,0
2022-04-08,P003,S002,106,1590.0,0,0
2022-04-09,P001,S001,111,2775.0,0,0
2022-04-09,P001,S002,127,3175.0,0,0
2022-04-09,P002,S001,155,6200.0,1,0
2022-04-09,P002,S002,142,5680.0,0,0
2022-04-09,P003,S001,142,2130.0,0,0
2022-04-09,P003,S002,109,1635.0,0,0
2022-04-10,P001,S001,133,3325.0,0,0
2022-04-10,P001,S002,129,3225.0,0,0
2022-04-10,P002,S001,130,5200.0,0,0
2022-04-10,P002,S002,139,5560.0,0,0
2022-04-10,P003,S001,186,2790.0,1,0
2022-04-10,P003,S002,111,1665.0,0,0
2022-04-11,P001,S001,90,2250.0,0,0
2022-04-11,P001,S002,99,2475.0,0,0
2022-04-11,P002,S001,113,4520.0,0,0
2022-04-11,P002,S002,103,4120.0,0,0
2022-04-11,P003,S001,120,1800.0,0,0
2022-04-11,P003,S002,103,1545.0,0,0
2022-04-12,P001,S001,114,2850.0,0,0
2022-04-12,P001,S002,96,2400.0,0,0
2022-04-12,P002,S001,110,4400.0,0,0
2022-04-12,P002,S002,97,3880.0,0,0
2022-04-12,P003,S001,122,1830.0,1,0
2022-04-12,P003,S002,119,1785.0,0,0
2022-04-13,P001,S001,109,2725.0,0,0
2022-04-13,P001,S002,97,2425.0,0,0
2022-04-13,P002,S001,132,5280.0,1,0
2022-04-13,P002,S002,125,5000.0,1,0
2022-04-13,P003,S001,90,1350.0,0,0
2022-04-13,P003,S002,100,1500.0,0,0
2022-04-14,P001,S001,135,3375.0,1,0
2022-04-14,P001,S002,123,3075.0,1,0
2022-04-14,P002,S001,148,5920.0,1,0
2022-04-14,P002,S002,116,4640.0,0,0
2022-04-14,P003,S001,109,1635.0,0,0
2022-04-14,P003,S002,90,1350.0,0,0
2022-04-15,P001,S001,141,3525.0,1,0
2022-04-15,P001,S002,104,2600.0,0,0
2022-04-15,P002,S001,93,3720.0,0,0
2022-04-15,P002,S002,103,4120.0,0,0
2022-04-15,P003,S001,104,1560.0,0,0
2022-04-15,P003,S002,107,1605.0,0,0
2022-04-16,P001,S001,137,3425.0,0,0
2022-04-16,P001,S002,124,3100.0,0,0
2022-04-16,P002,S001,110,4400.0,0,0
2022-04-16,P002,S002,125,5000.0,0,0
2022-04-16,P003,S001,118,1770.0,0,0
2022-04-16,P003,S002,139,2085.0,0,0
2022-04-17,P001,S001,108,2700.0,0,0
2022-04-17,P001,S002,111,2775.0,0,0
2022-04-17,P002,S001,144,5760.0,0,0
2022-04-17,P002,S002,126,5040.0,0,0
2022-04-17,P003,S001,134,2010.0,0,0
2022-04-17,P003,S002,107,1605.0,0,0
2022-04-18,P001,S001,105,2625.0,0,0
2022-04-18,P001,S002,100,2500.0,0,0
2022-04-18,P002,S001,92,3680.0,0,0
2022-04-18,P002,S002,93,3720.0,0,0
2022-04-18,P003,S001,111,1665.0,0,0
2022-04-18,P003,S002,124,1860.0,1,0
2022-04-19,P001,S001,92,2300.0,0,0
2022-04-19,P001,S002,111,2775.0,0,0
2022-04-19,P002,S001,119,4760.0,0,0
2022-04-19,P002,S002,106,4240.0,0,0
2022-04-19,P003,S001,117,1755.0,0,0
2022-04-19,P003,S002,114,1710.0,0,0
2022-04-20,P001,S001,115,2875.0,0,0
2022-04-20,P001,S002,117,2925.0,0,0
2022-04-20,P002,S001,115,4600.0,0,0
2022-04-20,P002,S002,109,4360.0,0,0
2022-04-20,P003,S001,112,1680.0,0,0
2022-04-20,P003,S002,91,1365.0,0,0
2022-04-21,P001,S001,94,2350.0,0,0
2022-04-21,P001,S002,125,3125.0,1,0
2022-04-21,P002,S001,130,5200.0,1,0
2022-04-21,P002,S002,114,4560.0,0,0
2022-04-21,P003,S001,105,1575.0,0,0
2022-04-21,P003,S002,112,1680.0,0,0
2022-04-22,P001,S001,121,3025.0,0,0
2022-04-22,P001,S002,143,3575.0,1,0
2022-04-22,P002,S001,111,4440.0,0,0
2022-04-22,P002,S002,90,3600.0,0,0
2022-04-22,P003,S001,104,1560.0,0,0
2022-04-22,P003,S002,146,2190.0,1,0
2022-04-23,P001,S001,123,3075.0,0,0
2022-04-23,P001,S002,121,3025.0,0,0
2022-04-23,P002,S001,142,5680.0,1,0
2022-04-23,P002,S002,168,6720.0,1,0
2022-04-23,P003,S001,135,2025.0,0,0
2022-04-23,P003,S002,140,2100.0,0,0
2022-04-24,P001,S001,160,4000.0,1,0
2022-04-24,P001,S002,130,3250.0,0,0
2022-04-24,P002,S001,150,6000.0,1,0
2022-04-24,P002,S002,131,5240.0,0,0
2022-04-24,P003,S001,112,1680.0,0,0
2022-04-24,P003,S002,142,2130.0,0,0
2022-04-25,P001,S001,97,2425.0,0,0
2022-04-25,P001,S002,124,3100.0,1,0
2022-04-25,P002,S001,137,5480.0,1,0
2022-04-25,P002,S002,117,4680.0,0,0
2022-04-25,P003,S001,106,1590.0,0,0
2022-04-25,P003,S002,108,1620.0,0,0
2022-04-26,P001,S001,102,2550.0,0,0
2022-04-26,P001,S002,127,3175.0,1,0
2022-04-26,P002,S001,100,4000.0,0,0
2022-04-26,P002,S002,94,3760.0,0,0
2022-04-26,P003,S001,135,2025.0,1,0
2022-04-26,P003,S002,92,1380.0,0,0
2022-04-27,P001,S001,106,2650.0,0,0
2022-04-27,P001,S002,116,2900.0,0,0
2022-04-27,P002,S001,97,3880.0,0,0
2022-04-27,P002,S002,112,4480.0,0,0
2022-04-27,P003,S001,95,1425.0,0,0
2022-04-27,P003,S002,113,1695.0,0,0
2022-04-28,P001,S001,105,2625.0,0,0
2022-04-28,P001,S002,150,3750.0,1,0
2022-04-28,P002,S001,117,4680.0,0,0
2022-04-28,P002,S002,93,3720.0,0,0
2022-04-28,P003,S001,91,1365.0,0,0
2022-04-28,P003,S002,119,1785.0,0,0
2022-04-29,P001,S001,93,2325.0,0,0
2022-04-29,P001,S002,119,2975.0,0,0
2022-04-29,P002,S001,106,4240.0,0,0
2022-04-29,P002,S002,94,3760.0,0,0
2022-04-29,P003,S001,156,2340.0,1,0
2022-04-29,P003,S002,120,1800.0,0,0
2022-04-30,P001,S001,141,3525.0,0,0
2022-04-30,P001,S002,127,3175.0,0,0
2022-04-30,P002,S001,133,5320.0,0,0
2022-04-30,P002,S002,109,4360.0,0,0
2022-04-30,P003,S001,134,2010.0,0,0
2022-04-30,P003,S002,133,1995.0,0,0
2022-05-01,P001,S001,145,3625.0,1,0
2022-05-01,P001,S002,125,3125.0,0,0
2022-05-01,P002,S001,149,5960.0,1,0
2022-05-01,P002,S002,140,5600.0,0,0
2022-05-01,P003,S001,174,2610.0,1,0
2022-05-01,P003,S002,131,1965.0,0,0
2022-05-02,P001,S001,140,3500.0,1,0
2022-05-02,P001,S002,119,2975.0,0,0
2022-05-02,P002,S001,111,4440.0,0,0
2022-05-02,P002,S002,111,4440.0,0,0
2022-05-02,P003,S001,110,1650.0,0,0
2022-05-02,P003,S002,111,1665.0,0,0
2022-05-03,P001,S001,119,2975.0,1,0
2022-05-03,P001,S002,134,3350.0,1,0
2022-05-03,P002,S001,149,5960.0,1,0
2022-05-03,P002,S002,113,4520.0,0,0
2022-05-03,P003,S001,133,1995.0,1,0
2022-05-03,P003,S002,111,1665.0,0,0
2022-05-04,P001,S001,148,3700.0,1,0
2022-05-04,P001,S002,104,2600.0,0,0
2022-05-04,P002,S001,122,4880.0,1,0
2022-05-04,P002,S002,90,3600.0,0,0
2022-05-04,P003,S001,101,1515.0,0,0
2022-05-04,P003,S002,112,1680.0,0,0
2022-05-05,P001,S001,104,2600.0,0,0
2022-05-05,P001,S002,102,2550.0,0,0
2022-05-05,P002,S001,92,3680.0,0,0
2022-05-05,P002,S002,111,4440.0,0,0
2022-05-05,P003,S001,105,1575.0,0,0
2022-05-05,P003,S002,117,1755.0,0,0
2022-05-06,P001,S001,105,2625.0,0,0
2022-05-06,P001,S002,101,2525.0,0,0
2022-05-06,P002,S001,103,4120.0,0,0
2022-05-06,P002,S002,107,4280.0,0,0
2022-05-06,P003,S001,114,1710.0,0,0
2022-05-06,P003,S002,147,2205.0,1,0
2022-05-07,P001,S001,141,3525.0,1,0
2022-05-07,P001,S002,108,2700.0,0,0
2022-05-07,P002,S001,142,5680.0,0,0
2022-05-07,P002,S002,143,5720.0,0,0
2022-05-07,P003,S001,144,2160.0,0,0
2022-05-07,P003,S002,112,1680.0,0,0
2022-05-08,P001,S001,118,2950.0,0,0
2022-05-08,P001,S002,120,3000.0,0,0
2022-05-08,P002,S001,167,6680.0,1,0
2022-05-08,P002,S002,131,5240.0,0,0
2022-05-08,P003,S001,118,1770.0,0,0
2022-05-08,P003,S002,113,1695.0,0,0
2022-05-09,P001,S001,112,2800.0,0,0
2022-05-09,P001,S002,107,2675.0,0,0
2022-05-09,P002,S001,93,3720.0,0,0
2022-05-09,P002,S002,98,3920.0,0,0
2022-05-09,P003,S001,137,2055.0,1,0
2022-05-09,P003,S002,140,2100.0,1,0
2022-05-10,P001,S001,110,2750.0,0,0
2022-05-10,P001,S002,142,3550.0,1,0
2022-05-10,P002,S001,154,6160.0,1,0
2022-05-10,P002,S002,97,3880.0,0,0
2022-05-10,P003,S001,103,1545.0,0,0
2022-05-10,P003,S002,154,2310.0,1,0
2022-05-11,P001,S001,98,2450.0,0,0
2022-05-11,P001,S002,99,2475.0,0,0
2022-05-11,P002,S001,135,5400.0,1,0
2022-05-11,P002,S002,93,3720.0,0,0
2022-05-11,P003,S001,104,1560.0,0,0
2022-05-11,P003,S002,95,1425.0,0,0
2022-05-12,P001,S001,118,2950.0,0,0
2022-05-12,P001,S002,93,2325.0,0,0
2022-05-12,P002,S001,111,4440.0,0,0
2022-05-12,P002,S002,108,4320.0,0,0
2022-05-12,P003,S001,103,1545.0,0,0
2022-05-12,P003,S002,106,1590.0,0,0
2022-05-13,P001,S001,123,3075.0,1,0
2022-05-13,P001,S002,103,2575.0,0,0
2022-05-13,P002,S001,113,4520.0,0,0
2022-05-13,P002,S002,122,4880.0,0,0
2022-05-13,P003,S001,93,1395.0,0,0
2022-05-13,P003,S002,109,1635.0,0,0
2022-05-14,P001,S001,111,2775.0,0,0
2022-05-14,P001,S002,143,3575.0,0,0
2022-05-14,P002,S001,121,4840.0,0,0
2022-05-14,P002,S002,122,4880.0,0,0
2022-05-14,P003,S001,128,1920.0,0,0
2022-05-14,P003,S002,139,2085.0,0,0
2022-05-15,P001,S001,129,3225.0,0,0
2022-05-15,P001,S002,173,4325.0,1,0
2022-05-15,P002,S001,121,4840.0,0,0
2022-05-15,P002,S002,134,5360.0,0,0
2022-05-15,P003,S001,174,2610.0,1,0
2022-05-15,P003,S002,136,2040.0,0,0
2022-05-16,P001,S001,92,2300.0,0,0
2022-05-16,P001,S002,121,3025.0,0,0
2022-05-16,P002,S001,112,4480.0,0,0
2022-05-16,P002,S002,107,4280.0,0,0
2022-05-16,P003,S001,105,1575.0,0,0
2022-05-16,P003,S002,101,1515.0,0,0
2022-05-17,P001,S001,116,2900.0,0,0
2022-05-17,P001,S002,127,3175.0,1,0
2022-05-17,P002,S001,95,3800.0,0,0
2022-05-17,P002,S002,156,6240.0,1,0
2022-05-17,P003,S001,117,1755.0,0,0
2022-05-17,P003,S002,110,1650.0,0,0
2022-05-18,P001,S001,115,2875.0,0,0
2022-05-18,P001,S002,117,2925.0,0,0
2022-05-18,P002,S001,113,4520.0,0,0
2022-05-18,P002,S002,100,4000.0,0,0
2022-05-18,P003,S001,102,1530.0,0,0
2022-05-18,P003,S002,120,1800.0,0,0
2022-05-19,P001,S001,100,2500.0,0,0
2022-05-19,P001,S002,105,2625.0,0,0
2022-05-19,P002,S001,107,4280.0,0,0
2022-05-19,P002,S002,138,5520.0,1,0
2022-05-19,P003,S001,153,2295.0,1,0
2022-05-19,P003,S002,120,1800.0,0,0
2022-05-20,P001,S001,117,2925.0,0,0
2022-05-20,P001,S002,119,2975.0,0,0
2022-05-20,P002,S001,151,6040.0,1,0
2022-05-20,P002,S002,100,4000.0,0,0
2022-05-20,P003,S001,103,1545.0,0,0
2022-05-20,P003,S002,113,1695.0,0,0
2022-05-21,P001,S001,146,3650.0,0,0
2022-05-21,P001,S002,140,3500.0,0,0
2022-05-21,P002,S001,142,5680.0,0,0
2022-05-21,P002,S002,166,6640.0,1,0
2022-05-21,P003,S001,138,2070.0,0,0
2022-05-21,P003,S002,128,1920.0,0,0
2022-05-22,P001,S001,114,2850.0,0,0
2022-05-22,P001,S002,111,2775.0,0,0
2022-05-22,P002,S001,114,4560.0,0,0
2022-05-22,P002,S002,169,6760.0,1,0
2022-05-22,P003,S001,163,2445.0,1,0
2022-05-22,P003,S002,128,1920.0,0,0
2022-05-23,P001,S001,94,2350.0,0,0
2022-05-23,P001,S002,97,2425.0,0,0
2022-05-23,P002,S001,111,4440.0,0,0
2022-05-23,P002,S002,93,3720.0,0,0
2022-05-23,P003,S001,105,1575.0,0,0
2022-05-23,P003,S002,123,1845.0,0,0
2022-05-24,P001,S001,113,2825.0,0,0
2022-05-24,P001,S002,128,3200.0,1,0
2022-05-24,P002,S001,94,3760.0,0,0
2022-05-24,P002,S002,94,3760.0,0,0
2022-05-24,P003,S001,93,1395.0,0,0
2022-05-24,P003,S002,123,1845.0,0,0
2022-05-25,P001,S001,144,3600.0,1,0
2022-05-25,P001,S002,111,2775.0,0,0
2022-05-25,P002,S001,104,4160.0,0,0
2022-05-25,P002,S002,119,4760.0,0,0
2022-05-25,P003,S001,97,1455.0,0,0
2022-05-25,P003,S002,104,1560.0,0,0
2022-05-26,P001,S001,149,3725.0,1,0
2022-05-26,P001,S002,91,2275.0,0,0
2022-05-26,P002,S001,106,4240.0,0,0
2022-05-26,P002,S002,99,3960.0,0,0
2022-05-26,P003,S001,95,1425.0,0,0
2022-05-26,P003,S002,98,1470.0,0,0
2022-05-27,P001,S001,98,2450.0,0,0
2022-05-27,P001,S002,152,3800.0,1,0
2022-05-27,P002,S001,138,5520.0,1,0
2022-05-27,P002,S002,108,4320.0,0,0
2022-05-27,P003,S001,118,1770.0,0,0
2022-05-27,P003,S002,106,1590.0,0,0
2022-05-28,P001,S001,122,3050.0,0,0
2022-05-28,P001,S002,127,3175.0,0,0
2022-05-28,P002,S001,124,4960.0,0,0
2022-05-28,P002,S002,139,5560.0,0,0
2022-05-28,P003,S001,190,2850.0,1,0
2022-05-28,P003,S002,121,1815.0,0,0
2022-05-29,P001,S001,126,3150.0,0,0
2022-05-29,P001,S002,142,3550.0,0,0
2022-05-29,P002,S001,144,5760.0,0,0
2022-05-29,P002,S002,134,5360.0,0,0
2022-05-29,P003,S001,144,2160.0,0,0
2022-05-29,P003,S002,133,1995.0,0,0
2022-05-30,P001,S001,108,2700.0,0,0
2022-05-30,P001,S002,115,2875.0,0,0
2022-05-30,P002,S001,113,4520.0,0,0
2022-05-30,P002,S002,94,3760.0,0,0
2022-05-30,P003,S001,93,1395.0,0,0
2022-05-30,P003,S002,91,1365.0,0,0
2022-05-31,P001,S001,149,3725.0,1,0
2022-05-31,P001,S002,100,2500.0,0,0
2022-05-31,P002,S001,116,4640.0,0,0
2022-05-31,P002,S002,97,3880.0,0,0
2022-05-31,P003,S001,94,1410.0,0,0
2022-05-31,P003,S002,116,1740.0,0,0
2022-06-01,P001,S001,105,2625.0,0,0
2022-06-01,P001,S002,141,3525.0,0,0
2022-06-01,P002,S001,133,5320.0,0,0
2022-06-01,P002,S002,119,4760.0,0,0
2022-06-01,P003,S001,109,1635.0,0,0
2022-06-01,P003,S002,133,1995.0,0,0
2022-06-02,P001,S001,124,3100.0,0,0
2022-06-02,P001,S002,141,3525.0,0,0
2022-06-02,P002,S001,116,4640.0,0,0
2022-06-02,P002,S002,165,6600.0,1,0
2022-06-02,P003,S001,132,1980.0,0,0
2022-06-02,P003,S002,168,2520.0,1,0
2022-06-03,P001,S001,117,2925.0,0,0
2022-06-03,P001,S002,147,3675.0,1,0
2022-06-03,P002,S001,121,4840.0,0,0
2022-06-03,P002,S002,127,5080.0,0,0
2022-06-03,P003,S001,148,2220.0,1,0
2022-06-03,P003,S002,112,1680.0,0,0
2022-06-04,P001,S001,201,5025.0,1,0
2022-06-04,P001,S002,162,4050.0,0,0
2022-06-04,P002,S001,213,8520.0,1,0
2022-06-04,P002,S002,178,7120.0,1,0
2022-06-04,P003,S001,146,2190.0,0,0
2022-06-04,P003,S002,206,3090.0,1,0
2022-06-05,P001,S001,155,3875.0,0,0
2022-06-05,P001,S002,150,3750.0,0,0
2022-06-05,P002,S001,218,8720.0,1,0
2022-06-05,P002,S002,133,5320.0,0,0
2022-06-05,P003,S001,158,2370.0,0,0
2022-06-05,P003,S002,176,2640.0,1,0
2022-06-06,P001,S001,136,3400.0,0,0
2022-06-06,P001,S002,125,3125.0,0,0
2022-06-06,P002,S001,124,4960.0,0,0
2022-06-06,P002,S002,126,5040.0,0,0
2022-06-06,P003,S001,137,2055.0,0,0
2022-06-06,P003,S002,133,1995.0,0,0
2022-06-07,P001,S001,122,3050.0,0,0
2022-06-07,P001,S002,114,2850.0,0,0
2022-06-07,P002,S001,142,5680.0,0,0
2022-06-07,P002,S002,120,4800.0,0,0
2022-06-07,P003,S001,146,2190.0,1,0
2022-06-07,P003,S002,132,1980.0,0,0
2022-06-08,P001,S001,112,2800.0,0,0
2022-06-08,P001,S002,134,3350.0,0,0
2022-06-08,P002,S001,105,4200.0,0,0
2022-06-08,P002,S002,106,4240.0,0,0
2022-06-08,P003,S001,113,1695.0,0,0
2022-06-08,P003,S002,154,2310.0,1,0
2022-06-09,P001,S001,111,2775.0,0,0
2022-06-09,P001,S002,138,3450.0,0,0
2022-06-09,P002,S001,155,6200.0,1,0
2022-06-09,P002,S002,132,5280.0,0,0
2022-06-09,P003,S001,165,2475.0,1,0
2022-06-09,P003,S002,120,1800.0,0,0
2022-06-10,P001,S001,105,2625.0,0,0
2022-06-10,P001,S002,118,2950.0,0,0
2022-06-10,P002,S001,109,4360.0,0,0
2022-06-10,P002,S002,123,4920.0,0,0
2022-06-10,P003,S001,107,1605.0,0,0
2022-06-10,P003,S002,126,1890.0,0,0
2022-06-11,P001,S001,153,3825.0,0,0
2022-06-11,P001,S002,162,4050.0,0,0
2022-06-11,P002,S001,163,6520.0,0,0
2022-06-11,P002,S002,130,5200.0,0,0
2022-06-11,P003,S001,141,2115.0,0,0
2022-06-11,P003,S002,158,2370.0,0,0
2022-06-12,P001,S001,149,3725.0,0,0
2022-06-12,P001,S002,133,3325.0,0,0
2022-06-12,P002,S001,146,5840.0,0,0
2022-06-12,P002,S002,136,5440.0,0,0
2022-06-12,P003,S001,159,2385.0,0,0
2022-06-12,P003,S002,219,3285.0,1,0
2022-06-13,P001,S001,121,3025.0,0,0
2022-06-13,P001,S002,135,3375.0,0,0
2022-06-13,P002,S001,121,4840.0,0,0
2022-06-13,P002,S002,156,6240.0,1,0
2022-06-13,P003,S001,127,1905.0,0,0
2022-06-13,P003,S002,119,1785.0,0,0
2022-06-14,P001,S001,106,2650.0,0,0
2022-06-14,P001,S002,136,3400.0,0,0
2022-06-14,P002,S001,125,5000.0,0,0
2022-06-14,P002,S002,140,5600.0,0,0
2022-06-14,P003,S001,121,1815.0,0,0
2022-06-14,P003,S002,178,2670.0,1,0
2022-06-15,P001,S001,135,3375.0,0,0
2022-06-15,P001,S002,123,3075.0,0,0
2022-06-15,P002,S001,108,4320.0,0,0
2022-06-15,P002,S002,124,4960.0,0,0
2022-06-15,P003,S001,133,1995.0,0,0
2022-06-15,P003,S002,111,1665.0,0,0
2022-06-16,P001,S001,110,2750.0,0,0
2022-06-16,P001,S002,130,3250.0,0,0
2022-06-16,P002,S001,140,5600.0,1,0
2022-06-16,P002,S002,116,4640.0,0,0
2022-06-16,P003,S001,115,1725.0,0,0
2022-06-16,P003,S002,149,2235.0,1,0
2022-06-17,P001,S001,134,3350.0,0,0
2022-06-17,P001,S002,134,3350.0,0,0
2022-06-17,P002,S001,124,4960.0,0,0
2022-06-17,P002,S002,108,4320.0,0,0
2022-06-17,P003,S001,144,2160.0,1,0
2022-06-17,P003,S002,121,1815.0,0,0
2022-06-18,P001,S001,167,4175.0,0,0
2022-06-18,P001,S002,156,3900.0,0,0
2022-06-18,P002,S001,197,7880.0,1,0
2022-06-18,P002,S002,168,6720.0,1,0
2022-06-18,P003,S001,138,2070.0,0,0
2022-06-18,P003,S002,171,2565.0,0,0
2022-06-19,P001,S001,156,3900.0,0,0
2022-06-19,P001,S002,152,3800.0,0,0
2022-06-19,P002,S001,170,6800.0,0,0
2022-06-19,P002,S002,142,5680.0,0,0
2022-06-19,P003,S001,134,2010.0,0,0
2022-06-19,P003,S002,138,2070.0,0,0
2022-06-20,P001,S001,165,4125.0,1,0
2022-06-20,P001,S002,110,2750.0,0,0
2022-06-20,P002,S001,173,6920.0,1,0
2022-06-20,P002,S002,132,5280.0,0,0
2022-06-20,P003,S001,109,1635.0,0,0
2022-06-20,P003,S002,124,1860.0,0,0
2022-06-21,P001,S001,141,3525.0,0,0
2022-06-21,P001,S002,170,4250.0,1,0
2022-06-21,P002,S001,121,4840.0,0,0
2022-06-21,P002,S002,126,5040.0,0,0
2022-06-21,P003,S001,125,1875.0,0,0
2022-06-21,P003,S002,160,2400.0,1,0
2022-06-22,P001,S001,135,3375.0,0,0
2022-06-22,P001,S002,115,2875.0,0,0
2022-06-22,P002,S001,118,4720.0,0,0
2022-06-22,P002,S002,125,5000.0,0,0
2022-06-22,P003,S001,139,2085.0,0,0
2022-06-22,P003,S002,180,2700.0,1,0
2022-06-23,P001,S001,123,3075.0,0,0
2022-06-23,P001,S002,175,4375.0,1,0
2022-06-23,P002,S001,108,4320.0,0,0
2022-06-23,P002,S002,140,5600.0,0,0
2022-06-23,P003,S001,124,1860.0,0,0
2022-06-23,P003,S002,130,1950.0,0,0
2022-06-24,P001,S001,156,3900.0,1,0
2022-06-24,P001,S002,142,3550.0,0,0
2022-06-24,P002,S001,125,5000.0,0,0
2022-06-24,P002,S002,135,5400.0,0,0
2022-06-24,P003,S001,130,1950.0,0,0
2022-06-24,P003,S002,121,1815.0,0,0
2022-06-25,P001,S001,197,4925.0,1,0
2022-06-25,P001,S002,158,3950.0,0,0
2022-06-25,P002,S001,141,5640.0,0,0
2022-06-25,P002,S002,218,8720.0,1,0
2022-06-25,P003,S001,171,2565.0,0,0
2022-06-25,P003,S002,136,2040.0,0,0
2022-06-26,P001,S001,167,4175.0,0,0
2022-06-26,P001,S002,134,3350.0,0,0
2022-06-26,P002,S001,155,6200.0,0,0
2022-06-26,P002,S002,167,6680.0,0,0
2022-06-26,P003,S001,195,2925.0,1,0
2022-06-26,P003,S002,190,2850.0,1,0
2022-06-27,P001,S001,170,4250.0,1,0
2022-06-27,P001,S002,112,2800.0,0,0
2022-06-27,P002,S001,159,6360.0,1,0
2022-06-27,P002,S002,106,4240.0,0,0
2022-06-27,P003,S001,126,1890.0,0,0
2022-06-27,P003,S002,139,2085.0,0,0
2022-06-28,P001,S001,133,3325.0,0,0
2022-06-28,P001,S002,138,3450.0,0,0
2022-06-28,P002,S001,164,6560.0,1,0
2022-06-28,P002,S002,118,4720.0,0,0
2022-06-28,P003,S001,137,2055.0,0,0
2022-06-28,P003,S002,119,1785.0,0,0
2022-06-29,P001,S001,137,3425.0,0,0
2022-06-29,P001,S002,113,2825.0,0,0
2022-06-29,P002,S001,137,5480.0,0,0
2022-06-29,P002,S002,115,4600.0,0,0
2022-06-29,P003,S001,119,1785.0,0,0
2022-06-29,P003,S002,134,2010.0,0,0
2022-06-30,P001,S001,129,3225.0,0,0
2022-06-30,P001,S002,138,3450.0,0,0
2022-06-30,P002,S001,143,5720.0,0,0
2022-06-30,P002,S002,111,4440.0,0,0
2022-06-30,P003,S001,118,1770.0,0,0
2022-06-30,P003,S002,109,1635.0,0,0
2022-07-01,P001,S001,138,3450.0,0,0
2022-07-01,P001,S002,138,3450.0,0,0
2022-07-01,P002,S001,130,5200.0,0,0
2022-07-01,P002,S002,125,5000.0,0,0
2022-07-01,P003,S001,114,1710.0,0,0
2022-07-01,P003,S002,118,1770.0,0,0
2022-07-02,P001,S001,170,4250.0,0,0
2022-07-02,P001,S002,211,5275.0,1,0
2022-07-02,P002,S001,158,6320.0,0,0
2022-07-02,P002,S002,168,6720.0,0,0
2022-07-02,P003,S001,153,2295.0,0,0
2022-07-02,P003,S002,148,2220.0,0,0
2022-07-03,P001,S001,167,4175.0,0,0
2022-07-03,P001,S002,145,3625.0,0,0
2022-07-03,P002,S001,172,6880.0,1,0
2022-07-03,P002,S002,129,5160.0,0,0
2022-07-03,P003,S001,169,2535.0,0,0
2022-07-03,P003,S002,166,2490.0,0,0
2022-07-04,P001,S001,141,3525.0,0,0
2022-07-04,P001,S002,137,3425.0,0,0
2022-07-04,P002,S001,143,5720.0,0,0
2022-07-04,P002,S002,118,4720.0,0,0
2022-07-04,P003,S001,152,2280.0,1,0
2022-07-04,P003,S002,144,2160.0,1,0
2022-07-05,P001,S001,127,3175.0,0,0
2022-07-05,P001,S002,115,2875.0,0,0
2022-07-05,P002,S001,124,4960.0,0,0
2022-07-05,P002,S002,129,5160.0,0,0
2022-07-05,P003,S001,118,1770.0,0,0
2022-07-05,P003,S002,108,1620.0,0,0
2022-07-06,P001,S001,180,4500.0,1,0
2022-07-06,P001,S002,129,3225.0,0,0
2022-07-06,P002,S001,147,5880.0,1,0
2022-07-06,P002,S002,115,4600.0,0,0
2022-07-06,P003,S001,108,1620.0,0,0
2022-07-06,P003,S002,144,2160.0,0,0
2022-07-07,P001,S001,164,4100.0,1,0
2022-07-07,P001,S002,138,3450.0,0,0
2022-07-07,P002,S001,111,4440.0,0,0
2022-07-07,P002,S002,141,5640.0,0,0
2022-07-07,P003,S001,138,2070.0,0,0
2022-07-07,P003,S002,166,2490.0,1,0
2022-07-08,P001,S001,123,3075.0,0,0
2022-07-08,P001,S002,123,3075.0,0,0
2022-07-08,P002,S001,129,5160.0,0,0
2022-07-08,P002,S002,160,6400.0,1,0
2022-07-08,P003,S001,130,1950.0,0,0
2022-07-08,P003,S002,133,1995.0,0,0
2022-07-09,P001,S001,151,3775.0,0,0
2022-07-09,P001,S002,145,3625.0,0,0
2022-07-09,P002,S001,157,6280.0,0,0
2022-07-09,P002,S002,202,8080.0,1,0
2022-07-09,P003,S001,151,2265.0,0,0
2022-07-09,P003,S002,131,1965.0,0,0
2022-07-10,P001,S001,144,3600.0,0,0
2022-07-10,P001,S002,130,3250.0,0,0
2022-07-10,P002,S001,140,5600.0,0,0
2022-07-10,P002,S002,186,7440.0,1,0
2022-07-10,P003,S001,137,2055.0,0,0
2022-07-10,P003,S002,141,2115.0,0,0
2022-07-11,P001,S001,126,3150.0,0,0
2022-07-11,P001,S002,107,2675.0,0,0
2022-07-11,P002,S001,108,4320.0,0,0
2022-07-11,P002,S002,119,4760.0,0,0
2022-07-11,P003,S001,167,2505.0,1,0
2022-07-11,P003,S002,118,1770.0,0,0
2022-07-12,P001,S001,158,3950.0,1,0
2022-07-12,P001,S002,130,3250.0,0,0
2022-07-12,P002,S001,120,4800.0,0,0
2022-07-12,P002,S002,140,5600.0,0,0
2022-07-12,P003,S001,133,1995.0,0,0
2022-07-12,P003,S002,145,2175.0,1,0
2022-07-13,P001,S001,122,3050.0,0,0
2022-07-13,P001,S002,122,3050.0,0,0
2022-07-13,P002,S001,174,6960.0,1,0
